"","angstrom","value","u","line"
"37",3680,0.747139,0.00992791039321,TRUE
"45",3720,0.801352,0.00851373444601004,TRUE
"48",3735,0.822933,0.0272813931726399,TRUE
"49",3740,0.997575,0.0754038419257601,TRUE
"51",3750,0.824709,0.11131992023296,TRUE
"53",3760,1.088684,0.0277625243168101,TRUE
"54",3765,1.031425,0.01311373103104,TRUE
"55",3770,0.902007,0.19686738276676,TRUE
"57",3780,1.529054,0.14662205923876,TRUE
"58",3785,1.550515,0.12730381377156,TRUE
"60",3795,0.992675,0.34778159084601,TRUE
"61",3800,1.051484,0.26806972227025,TRUE
"62",3805,1.37045,0.0160852654872901,TRUE
"63",3810,1.612239,0.16233558169921,TRUE
"64",3815,1.674975,0.15623117906881,TRUE
"65",3820,1.680235,0.0940359397478401,TRUE
"66",3825,1.445251,0.0165442105504899,TRUE
"67",3830,1.091574,0.13665820086361,TRUE
"68",3835,0.893366,0.55113905167876,TRUE
"69",3840,1.181026,0.0390416500281601,TRUE
"70",3845,1.553135,0.0261964907208899,TRUE
"71",3850,1.797515,0.0320466208464901,TRUE
"72",3855,1.894969,0.0288313268444099,TRUE
"73",3860,1.930958,0.02027588036356,TRUE
"74",3865,1.949034,0.04034345410624,TRUE
"75",3870,1.838153,0.0667552119220901,TRUE
"76",3875,1.632147,0.0421628318288099,TRUE
"78",3885,0.989368,0.30653441268025,TRUE
"79",3890,0.91116,0.41202765047844,TRUE
"81",3900,1.486845,0.02087478825721,TRUE
"82",3905,1.740734,0.0522537081264901,TRUE
"83",3910,1.960374,0.0315235053619601,TRUE
"84",3915,1.999454,0.00878223882496001,TRUE
"87",3930,1.653197,0.0284972550076901,TRUE
"88",3935,1.572532,0.01715782994641,TRUE
"89",3940,1.947371,0.02086664031841,TRUE
"90",3945,1.986031,0.0577978816616099,TRUE
"91",3950,1.857786,0.0954952763336101,TRUE
"92",3955,1.655982,0.0729805362308101,TRUE
"94",3965,0.980799,0.20872964865636,TRUE
"95",3970,0.76933,0.55106763632449,TRUE
"96",3975,1.110006,0.0355999914561601,TRUE
"97",3980,1.478857,0.0165636642600101,TRUE
"98",3985,1.723976,0.0338207547776399,TRUE
"99",3990,1.913285,0.02927476514169,TRUE
"116",4075,1.772484,0.01342727055121,TRUE
"117",4080,1.700088,0.0360074913409599,TRUE
"118",4085,1.64621,0.04098268238724,TRUE
"119",4090,1.476829,0.01329948658756,TRUE
"120",4095,1.185323,0.02821553343504,TRUE
"121",4100,0.878191,0.36283648535281,TRUE
"122",4105,0.946116,0.13920323690025,TRUE
"124",4115,1.532863,0.0320218856515601,TRUE
"125",4120,1.686665,0.02856062820121,TRUE
"164",4315,1.575199,0.01688931568921,TRUE
"165",4320,1.544005,0.0272640529948901,TRUE
"166",4325,1.402134,0.02733701798881,TRUE
"168",4335,0.979965,0.0545738657102499,TRUE
"169",4340,0.76064,0.27370799987521,TRUE
"170",4345,0.917708,0.05179952954401,TRUE
"172",4355,1.380669,0.02178549432081,TRUE
"173",4360,1.545652,0.01772058828969,TRUE
"268",4835,1.292089,0.01205799451921,TRUE
"269",4840,1.252198,0.01505060322481,TRUE
"270",4845,1.163699,0.01212009433569,TRUE
"272",4855,0.863722,0.02504689229641,TRUE
"273",4860,0.696935,0.11640699951409,TRUE
"274",4865,0.726659,0.02719329623521,TRUE
"614",6565,0.412489,0.00970134382115999,TRUE
